이름,지번주소,요일,여는시간,닫는시간,브레이크 시작,브레이크 끝,라스트오더,휴무여부,비고,,,,,,
여기국수,부산광역시 동래구 온천동 750-35,1,,,,,,,,,,,,,
여기국수,부산광역시 동래구 온천동 750-35,2,,,,,,,,,,,,,
여기국수,부산광역시 동래구 온천동 750-35,3,,,,,,,,,,,,,
여기국수,부산광역시 동래구 온천동 750-35,4,,,,,,,,,,,,,
여기국수,부산광역시 동래구 온천동 750-35,5,,,,,,,,,,,,,
여기국수,부산광역시 동래구 온천동 750-35,6,,,,,,,,,,,,,
꽃다림,부산광역시 동래구 온천동 750-55,0,,,,,,,,,,,,,
꽃다림,부산광역시 동래구 온천동 750-55,1,,,,,,,,,,,,,
꽃다림,부산광역시 동래구 온천동 750-55,2,,,,,,,,,,,,,
꽃다림,부산광역시 동래구 온천동 750-55,3,,,,,,,,,,,,,
꽃다림,부산광역시 동래구 온천동 750-55,4,,,,,,,,,,,,,
꽃다림,부산광역시 동래구 온천동 750-55,5,,,,,,,,,,,,,
꽃다림,부산광역시 동래구 온천동 750-55,6,,,,,,,,,,,,,
싱싱회,부산광역시 동래구 온천동 750-56,0,,,,,,,,,,,,,
싱싱회,부산광역시 동래구 온천동 750-56,1,,,,,,,,,,,,,
싱싱회,부산광역시 동래구 온천동 750-56,2,,,,,,,,,,,,,
싱싱회,부산광역시 동래구 온천동 750-56,3,,,,,,,,,,,,,
싱싱회,부산광역시 동래구 온천동 750-56,4,,,,,,,,,,,,,
싱싱회,부산광역시 동래구 온천동 750-56,5,,,,,,,,,,,,,
싱싱회,부산광역시 동래구 온천동 750-56,6,,,,,,,,,,,,,
함박마을함박스테이크앤파스타,부산광역시 동래구 온천동 750-57,0,,,,,,,,,,,,,
함박마을함박스테이크앤파스타,부산광역시 동래구 온천동 750-57,1,,,,,,,,,,,,,
함박마을함박스테이크앤파스타,부산광역시 동래구 온천동 750-57,2,,,,,,,,,,,,,
함박마을함박스테이크앤파스타,부산광역시 동래구 온천동 750-57,3,,,,,,,,,,,,,
함박마을함박스테이크앤파스타,부산광역시 동래구 온천동 750-57,4,,,,,,,,,,,,,
함박마을함박스테이크앤파스타,부산광역시 동래구 온천동 750-57,5,,,,,,,,,,,,,
함박마을함박스테이크앤파스타,부산광역시 동래구 온천동 750-57,6,,,,,,,,,,,,,
동주오리탕,부산광역시 동래구 온천동 750-60,0,,,,,,,,,,,,,
동주오리탕,부산광역시 동래구 온천동 750-60,1,,,,,,,,,,,,,
동주오리탕,부산광역시 동래구 온천동 750-60,2,,,,,,,,,,,,,
동주오리탕,부산광역시 동래구 온천동 750-60,3,,,,,,,,,,,,,
동주오리탕,부산광역시 동래구 온천동 750-60,4,,,,,,,,,,,,,
동주오리탕,부산광역시 동래구 온천동 750-60,5,,,,,,,,,,,,,
동주오리탕,부산광역시 동래구 온천동 750-60,6,,,,,,,,,,,,,
683온천장,부산광역시 동래구 온천동 750-61,0,,,,,,,,,,,,,
683온천장,부산광역시 동래구 온천동 750-61,1,,,,,,,,,,,,,
683온천장,부산광역시 동래구 온천동 750-61,2,,,,,,,,,,,,,
683온천장,부산광역시 동래구 온천동 750-61,3,,,,,,,,,,,,,
683온천장,부산광역시 동래구 온천동 750-61,4,,,,,,,,,,,,,
683온천장,부산광역시 동래구 온천동 750-61,5,,,,,,,,,,,,,
683온천장,부산광역시 동래구 온천동 750-61,6,,,,,,,,,,,,,
개성옥,부산광역시 동래구 온천동 750-61,0,,,,,,,,,,,,,
개성옥,부산광역시 동래구 온천동 750-61,1,,,,,,,,,,,,,
개성옥,부산광역시 동래구 온천동 750-61,2,,,,,,,,,,,,,
개성옥,부산광역시 동래구 온천동 750-61,3,,,,,,,,,,,,,
개성옥,부산광역시 동래구 온천동 750-61,4,,,,,,,,,,,,,
개성옥,부산광역시 동래구 온천동 750-61,5,,,,,,,,,,,,,
개성옥,부산광역시 동래구 온천동 750-61,6,,,,,,,,,,,,,
만족오향족발부산 동래점,부산광역시 동래구 온천동 750-61,0,,,,,,,,,,,,,
만족오향족발부산 동래점,부산광역시 동래구 온천동 750-61,1,,,,,,,,,,,,,
만족오향족발부산 동래점,부산광역시 동래구 온천동 750-61,2,,,,,,,,,,,,,
만족오향족발부산 동래점,부산광역시 동래구 온천동 750-61,3,,,,,,,,,,,,,
만족오향족발부산 동래점,부산광역시 동래구 온천동 750-61,4,,,,,,,,,,,,,
만족오향족발부산 동래점,부산광역시 동래구 온천동 750-61,5,,,,,,,,,,,,,
만족오향족발부산 동래점,부산광역시 동래구 온천동 750-61,6,,,,,,,,,,,,,
광림중국관,부산광역시 동래구 온천동 750-62,0,,,,,,,,,,,,,
광림중국관,부산광역시 동래구 온천동 750-62,1,,,,,,,,,,,,,
광림중국관,부산광역시 동래구 온천동 750-62,2,,,,,,,,,,,,,
광림중국관,부산광역시 동래구 온천동 750-62,3,,,,,,,,,,,,,
광림중국관,부산광역시 동래구 온천동 750-62,4,,,,,,,,,,,,,
광림중국관,부산광역시 동래구 온천동 750-62,5,,,,,,,,,,,,,
광림중국관,부산광역시 동래구 온천동 750-62,6,,,,,,,,,,,,,
양선비 온천점,부산광역시 동래구 온천동 750-62,0,,,,,,,,,,,,,
양선비 온천점,부산광역시 동래구 온천동 750-62,1,,,,,,,,,,,,,
양선비 온천점,부산광역시 동래구 온천동 750-62,2,,,,,,,,,,,,,
양선비 온천점,부산광역시 동래구 온천동 750-62,3,,,,,,,,,,,,,
양선비 온천점,부산광역시 동래구 온천동 750-62,4,,,,,,,,,,,,,
양선비 온천점,부산광역시 동래구 온천동 750-62,5,,,,,,,,,,,,,
양선비 온천점,부산광역시 동래구 온천동 750-62,6,,,,,,,,,,,,,
홍콩반점동래 롯데점,부산광역시 동래구 온천동 750-69,0,,,,,,,,,,,,,
홍콩반점동래 롯데점,부산광역시 동래구 온천동 750-69,1,,,,,,,,,,,,,
홍콩반점동래 롯데점,부산광역시 동래구 온천동 750-69,2,,,,,,,,,,,,,
홍콩반점동래 롯데점,부산광역시 동래구 온천동 750-69,3,,,,,,,,,,,,,
홍콩반점동래 롯데점,부산광역시 동래구 온천동 750-69,4,,,,,,,,,,,,,
홍콩반점동래 롯데점,부산광역시 동래구 온천동 750-69,5,,,,,,,,,,,,,
홍콩반점동래 롯데점,부산광역시 동래구 온천동 750-69,6,,,,,,,,,,,,,
호함평면옥,부산광역시 동래구 온천동 750-72,0,,,,,,,,,,,,,
호함평면옥,부산광역시 동래구 온천동 750-72,1,,,,,,,,,,,,,
호함평면옥,부산광역시 동래구 온천동 750-72,2,,,,,,,,,,,,,
호함평면옥,부산광역시 동래구 온천동 750-72,3,,,,,,,,,,,,,
호함평면옥,부산광역시 동래구 온천동 750-72,4,,,,,,,,,,,,,
호함평면옥,부산광역시 동래구 온천동 750-72,5,,,,,,,,,,,,,
호함평면옥,부산광역시 동래구 온천동 750-72,6,,,,,,,,,,,,,
라온,부산광역시 동래구 온천동 750-78,0,,,,,,,,,,,,,
라온,부산광역시 동래구 온천동 750-78,1,,,,,,,,,,,,,
라온,부산광역시 동래구 온천동 750-78,2,,,,,,,,,,,,,
라온,부산광역시 동래구 온천동 750-78,3,,,,,,,,,,,,,
라온,부산광역시 동래구 온천동 750-78,4,,,,,,,,,,,,,
라온,부산광역시 동래구 온천동 750-78,5,,,,,,,,,,,,,
라온,부산광역시 동래구 온천동 750-78,6,,,,,,,,,,,,,
우품,부산광역시 동래구 온천동 750-85,0,,,,,,,,,,,,,
우품,부산광역시 동래구 온천동 750-85,1,,,,,,,,,,,,,
우품,부산광역시 동래구 온천동 750-85,2,,,,,,,,,,,,,
우품,부산광역시 동래구 온천동 750-85,3,,,,,,,,,,,,,
우품,부산광역시 동래구 온천동 750-85,4,,,,,,,,,,,,,
우품,부산광역시 동래구 온천동 750-85,5,,,,,,,,,,,,,
우품,부산광역시 동래구 온천동 750-85,6,,,,,,,,,,,,,
몽뜰,부산광역시 동래구 온천동 750-87,0,,,,,,,,,,,,,
몽뜰,부산광역시 동래구 온천동 750-87,1,,,,,,,,,,,,,
몽뜰,부산광역시 동래구 온천동 750-87,2,,,,,,,,,,,,,
몽뜰,부산광역시 동래구 온천동 750-87,3,,,,,,,,,,,,,
몽뜰,부산광역시 동래구 온천동 750-87,4,,,,,,,,,,,,,
몽뜰,부산광역시 동래구 온천동 750-87,5,,,,,,,,,,,,,
몽뜰,부산광역시 동래구 온천동 750-87,6,,,,,,,,,,,,,
비비큐새 온천점,부산광역시 동래구 온천동 750-88,0,,,,,,,,,,,,,
비비큐새 온천점,부산광역시 동래구 온천동 750-88,1,,,,,,,,,,,,,
비비큐새 온천점,부산광역시 동래구 온천동 750-88,2,,,,,,,,,,,,,
비비큐새 온천점,부산광역시 동래구 온천동 750-88,3,,,,,,,,,,,,,
비비큐새 온천점,부산광역시 동래구 온천동 750-88,4,,,,,,,,,,,,,
비비큐새 온천점,부산광역시 동래구 온천동 750-88,5,,,,,,,,,,,,,
비비큐새 온천점,부산광역시 동래구 온천동 750-88,6,,,,,,,,,,,,,
미송꼬리곰탕,부산광역시 동래구 온천동 750-89,0,,,,,,,,,,,,,
미송꼬리곰탕,부산광역시 동래구 온천동 750-89,1,,,,,,,,,,,,,
미송꼬리곰탕,부산광역시 동래구 온천동 750-89,2,,,,,,,,,,,,,
미송꼬리곰탕,부산광역시 동래구 온천동 750-89,3,,,,,,,,,,,,,
미송꼬리곰탕,부산광역시 동래구 온천동 750-89,4,,,,,,,,,,,,,
미송꼬리곰탕,부산광역시 동래구 온천동 750-89,5,,,,,,,,,,,,,
미송꼬리곰탕,부산광역시 동래구 온천동 750-89,6,,,,,,,,,,,,,
소로록,부산광역시 동래구 온천동 750-90,0,,,,,,,,,,,,,
소로록,부산광역시 동래구 온천동 750-90,1,,,,,,,,,,,,,
소로록,부산광역시 동래구 온천동 750-90,2,,,,,,,,,,,,,
소로록,부산광역시 동래구 온천동 750-90,3,,,,,,,,,,,,,
소로록,부산광역시 동래구 온천동 750-90,4,,,,,,,,,,,,,
소로록,부산광역시 동래구 온천동 750-90,5,,,,,,,,,,,,,
소로록,부산광역시 동래구 온천동 750-90,6,,,,,,,,,,,,,
조개대교 동래점,부산광역시 동래구 온천동 750-92,0,,,,,,,,,,,,,
조개대교 동래점,부산광역시 동래구 온천동 750-92,1,,,,,,,,,,,,,
조개대교 동래점,부산광역시 동래구 온천동 750-92,2,,,,,,,,,,,,,
조개대교 동래점,부산광역시 동래구 온천동 750-92,3,,,,,,,,,,,,,
조개대교 동래점,부산광역시 동래구 온천동 750-92,4,,,,,,,,,,,,,
조개대교 동래점,부산광역시 동래구 온천동 750-92,5,,,,,,,,,,,,,
조개대교 동래점,부산광역시 동래구 온천동 750-92,6,,,,,,,,,,,,,
까사,부산광역시 동래구 온천동 751-10,0,,,,,,,,,,,,,
까사,부산광역시 동래구 온천동 751-10,1,,,,,,,,,,,,,
까사,부산광역시 동래구 온천동 751-10,2,,,,,,,,,,,,,
까사,부산광역시 동래구 온천동 751-10,3,,,,,,,,,,,,,
까사,부산광역시 동래구 온천동 751-10,4,,,,,,,,,,,,,
까사,부산광역시 동래구 온천동 751-10,5,,,,,,,,,,,,,
까사,부산광역시 동래구 온천동 751-10,6,,,,,,,,,,,,,
마루한,부산광역시 동래구 온천동 751-12,0,,,,,,,,,,,,,
마루한,부산광역시 동래구 온천동 751-12,1,,,,,,,,,,,,,
마루한,부산광역시 동래구 온천동 751-12,2,,,,,,,,,,,,,
마루한,부산광역시 동래구 온천동 751-12,3,,,,,,,,,,,,,
마루한,부산광역시 동래구 온천동 751-12,4,,,,,,,,,,,,,
마루한,부산광역시 동래구 온천동 751-12,5,,,,,,,,,,,,,
마루한,부산광역시 동래구 온천동 751-12,6,,,,,,,,,,,,,
이가네백년국밥,부산광역시 동래구 온천동 751-13,0,,,,,,,,,,,,,
이가네백년국밥,부산광역시 동래구 온천동 751-13,1,,,,,,,,,,,,,
이가네백년국밥,부산광역시 동래구 온천동 751-13,2,,,,,,,,,,,,,
이가네백년국밥,부산광역시 동래구 온천동 751-13,3,,,,,,,,,,,,,
이가네백년국밥,부산광역시 동래구 온천동 751-13,4,,,,,,,,,,,,,
이가네백년국밥,부산광역시 동래구 온천동 751-13,5,,,,,,,,,,,,,
이가네백년국밥,부산광역시 동래구 온천동 751-13,6,,,,,,,,,,,,,
이비벨리랩,부산광역시 동래구 온천동 751-15,0,,,,,,,,,,,,,
이비벨리랩,부산광역시 동래구 온천동 751-15,1,,,,,,,,,,,,,
이비벨리랩,부산광역시 동래구 온천동 751-15,2,,,,,,,,,,,,,
이비벨리랩,부산광역시 동래구 온천동 751-15,3,,,,,,,,,,,,,
이비벨리랩,부산광역시 동래구 온천동 751-15,4,,,,,,,,,,,,,
이비벨리랩,부산광역시 동래구 온천동 751-15,5,,,,,,,,,,,,,
이비벨리랩,부산광역시 동래구 온천동 751-15,6,,,,,,,,,,,,,
남해어촌마을,부산광역시 동래구 온천동 751-17,0,,,,,,,,,,,,,
남해어촌마을,부산광역시 동래구 온천동 751-17,1,,,,,,,,,,,,,
남해어촌마을,부산광역시 동래구 온천동 751-17,2,,,,,,,,,,,,,
남해어촌마을,부산광역시 동래구 온천동 751-17,3,,,,,,,,,,,,,
남해어촌마을,부산광역시 동래구 온천동 751-17,4,,,,,,,,,,,,,
남해어촌마을,부산광역시 동래구 온천동 751-17,5,,,,,,,,,,,,,
남해어촌마을,부산광역시 동래구 온천동 751-17,6,,,,,,,,,,,,,
오리랑메기랑,부산광역시 동래구 온천동 751-18,0,,,,,,,,,,,,,
오리랑메기랑,부산광역시 동래구 온천동 751-18,1,,,,,,,,,,,,,
오리랑메기랑,부산광역시 동래구 온천동 751-18,2,,,,,,,,,,,,,
오리랑메기랑,부산광역시 동래구 온천동 751-18,3,,,,,,,,,,,,,
오리랑메기랑,부산광역시 동래구 온천동 751-18,4,,,,,,,,,,,,,
오리랑메기랑,부산광역시 동래구 온천동 751-18,5,,,,,,,,,,,,,
오리랑메기랑,부산광역시 동래구 온천동 751-18,6,,,,,,,,,,,,,
밤꿈,부산광역시 동래구 온천동 751-5,0,,,,,,,,,,,,,
밤꿈,부산광역시 동래구 온천동 751-5,1,,,,,,,,,,,,,
밤꿈,부산광역시 동래구 온천동 751-5,2,,,,,,,,,,,,,
밤꿈,부산광역시 동래구 온천동 751-5,3,,,,,,,,,,,,,
밤꿈,부산광역시 동래구 온천동 751-5,4,,,,,,,,,,,,,
밤꿈,부산광역시 동래구 온천동 751-5,5,,,,,,,,,,,,,
밤꿈,부산광역시 동래구 온천동 751-5,6,,,,,,,,,,,,,
단지물회,부산광역시 동래구 온천동 751-7,0,,,,,,,,,,,,,
단지물회,부산광역시 동래구 온천동 751-7,1,,,,,,,,,,,,,
단지물회,부산광역시 동래구 온천동 751-7,2,,,,,,,,,,,,,
단지물회,부산광역시 동래구 온천동 751-7,3,,,,,,,,,,,,,
단지물회,부산광역시 동래구 온천동 751-7,4,,,,,,,,,,,,,
단지물회,부산광역시 동래구 온천동 751-7,5,,,,,,,,,,,,,
단지물회,부산광역시 동래구 온천동 751-7,6,,,,,,,,,,,,,
월남면반 동래점,부산광역시 동래구 온천동 751-7,0,,,,,,,,,,,,,
월남면반 동래점,부산광역시 동래구 온천동 751-7,1,,,,,,,,,,,,,
월남면반 동래점,부산광역시 동래구 온천동 751-7,2,,,,,,,,,,,,,
월남면반 동래점,부산광역시 동래구 온천동 751-7,3,,,,,,,,,,,,,
월남면반 동래점,부산광역시 동래구 온천동 751-7,4,,,,,,,,,,,,,
월남면반 동래점,부산광역시 동래구 온천동 751-7,5,,,,,,,,,,,,,
월남면반 동래점,부산광역시 동래구 온천동 751-7,6,,,,,,,,,,,,,
주양간오찬,부산광역시 동래구 온천동 771-19,0,,,,,,,,,,,,,
주양간오찬,부산광역시 동래구 온천동 771-19,1,,,,,,,,,,,,,
주양간오찬,부산광역시 동래구 온천동 771-19,2,,,,,,,,,,,,,
주양간오찬,부산광역시 동래구 온천동 771-19,3,,,,,,,,,,,,,
주양간오찬,부산광역시 동래구 온천동 771-19,4,,,,,,,,,,,,,
주양간오찬,부산광역시 동래구 온천동 771-19,5,,,,,,,,,,,,,
주양간오찬,부산광역시 동래구 온천동 771-19,6,,,,,,,,,,,,,
구디스타코,부산광역시 동래구 온천동 771-21,0,,,,,,,,,,,,,
구디스타코,부산광역시 동래구 온천동 771-21,1,,,,,,,,,,,,,
구디스타코,부산광역시 동래구 온천동 771-21,2,,,,,,,,,,,,,
구디스타코,부산광역시 동래구 온천동 771-21,3,,,,,,,,,,,,,
구디스타코,부산광역시 동래구 온천동 771-21,4,,,,,,,,,,,,,
구디스타코,부산광역시 동래구 온천동 771-21,5,,,,,,,,,,,,,
구디스타코,부산광역시 동래구 온천동 771-21,6,,,,,,,,,,,,,
연승국밥,부산광역시 동래구 온천동 771-21,0,,,,,,,,,,,,,
연승국밥,부산광역시 동래구 온천동 771-21,1,,,,,,,,,,,,,
연승국밥,부산광역시 동래구 온천동 771-21,2,,,,,,,,,,,,,
연승국밥,부산광역시 동래구 온천동 771-21,3,,,,,,,,,,,,,
연승국밥,부산광역시 동래구 온천동 771-21,4,,,,,,,,,,,,,
연승국밥,부산광역시 동래구 온천동 771-21,5,,,,,,,,,,,,,
연승국밥,부산광역시 동래구 온천동 771-21,6,,,,,,,,,,,,,
갈비둥지,부산광역시 동래구 온천동 772-10,0,,,,,,,,,,,,,
갈비둥지,부산광역시 동래구 온천동 772-10,1,,,,,,,,,,,,,
갈비둥지,부산광역시 동래구 온천동 772-10,2,,,,,,,,,,,,,
갈비둥지,부산광역시 동래구 온천동 772-10,3,,,,,,,,,,,,,
갈비둥지,부산광역시 동래구 온천동 772-10,4,,,,,,,,,,,,,
갈비둥지,부산광역시 동래구 온천동 772-10,5,,,,,,,,,,,,,
갈비둥지,부산광역시 동래구 온천동 772-10,6,,,,,,,,,,,,,
1984나폴리,부산광역시 동래구 온천동 772-3,0,,,,,,,,,,,,,
1984나폴리,부산광역시 동래구 온천동 772-3,1,,,,,,,,,,,,,
1984나폴리,부산광역시 동래구 온천동 772-3,2,,,,,,,,,,,,,
1984나폴리,부산광역시 동래구 온천동 772-3,3,,,,,,,,,,,,,
1984나폴리,부산광역시 동래구 온천동 772-3,4,,,,,,,,,,,,,
1984나폴리,부산광역시 동래구 온천동 772-3,5,,,,,,,,,,,,,
1984나폴리,부산광역시 동래구 온천동 772-3,6,,,,,,,,,,,,,
헤아릴,부산광역시 동래구 온천동 776-2,0,,,,,,,,,,,,,
헤아릴,부산광역시 동래구 온천동 776-2,1,,,,,,,,,,,,,
헤아릴,부산광역시 동래구 온천동 776-2,2,,,,,,,,,,,,,
헤아릴,부산광역시 동래구 온천동 776-2,3,,,,,,,,,,,,,
헤아릴,부산광역시 동래구 온천동 776-2,4,,,,,,,,,,,,,
헤아릴,부산광역시 동래구 온천동 776-2,5,,,,,,,,,,,,,
헤아릴,부산광역시 동래구 온천동 776-2,6,,,,,,,,,,,,,
마츠리,부산광역시 동래구 온천동 776-6,0,,,,,,,,,,,,,
마츠리,부산광역시 동래구 온천동 776-6,1,,,,,,,,,,,,,
마츠리,부산광역시 동래구 온천동 776-6,2,,,,,,,,,,,,,
마츠리,부산광역시 동래구 온천동 776-6,3,,,,,,,,,,,,,
마츠리,부산광역시 동래구 온천동 776-6,4,,,,,,,,,,,,,
마츠리,부산광역시 동래구 온천동 776-6,5,,,,,,,,,,,,,
마츠리,부산광역시 동래구 온천동 776-6,6,,,,,,,,,,,,,
동해,부산광역시 동래구 온천동 777-35,0,,,,,,,,,,,,,
동해,부산광역시 동래구 온천동 777-35,1,,,,,,,,,,,,,
동해,부산광역시 동래구 온천동 777-35,2,,,,,,,,,,,,,
동해,부산광역시 동래구 온천동 777-35,3,,,,,,,,,,,,,
동해,부산광역시 동래구 온천동 777-35,4,,,,,,,,,,,,,
동해,부산광역시 동래구 온천동 777-35,5,,,,,,,,,,,,,
동해,부산광역시 동래구 온천동 777-35,6,,,,,,,,,,,,,
내담,부산광역시 동래구 온천동 777-43,0,,,,,,,,,,,,,
내담,부산광역시 동래구 온천동 777-43,1,,,,,,,,,,,,,
내담,부산광역시 동래구 온천동 777-43,2,,,,,,,,,,,,,
내담,부산광역시 동래구 온천동 777-43,3,,,,,,,,,,,,,
내담,부산광역시 동래구 온천동 777-43,4,,,,,,,,,,,,,
내담,부산광역시 동래구 온천동 777-43,5,,,,,,,,,,,,,
내담,부산광역시 동래구 온천동 777-43,6,,,,,,,,,,,,,
꼬목살,부산광역시 동래구 온천동 777-48,0,,,,,,,,,,,,,
꼬목살,부산광역시 동래구 온천동 777-48,1,,,,,,,,,,,,,
꼬목살,부산광역시 동래구 온천동 777-48,2,,,,,,,,,,,,,
