이름,지번주소,요일,여는시간,닫는시간,브레이크 시작,브레이크 끝,라스트오더,휴무여부,비고,,,,,,
로카보어테이블 동래점,부산광역시 동래구 온천동 502-3,0,,,,,,,,,,,,,
로카보어테이블 동래점,부산광역시 동래구 온천동 502-3,1,,,,,,,,,,,,,
로카보어테이블 동래점,부산광역시 동래구 온천동 502-3,2,,,,,,,,,,,,,
로카보어테이블 동래점,부산광역시 동래구 온천동 502-3,3,,,,,,,,,,,,,
로카보어테이블 동래점,부산광역시 동래구 온천동 502-3,4,,,,,,,,,,,,,
로카보어테이블 동래점,부산광역시 동래구 온천동 502-3,5,,,,,,,,,,,,,
로카보어테이블 동래점,부산광역시 동래구 온천동 502-3,6,,,,,,,,,,,,,
롯데리아동래점 롯데마트,부산광역시 동래구 온천동 502-3,0,,,,,,,,,,,,,
롯데리아동래점 롯데마트,부산광역시 동래구 온천동 502-3,1,,,,,,,,,,,,,
롯데리아동래점 롯데마트,부산광역시 동래구 온천동 502-3,2,,,,,,,,,,,,,
롯데리아동래점 롯데마트,부산광역시 동래구 온천동 502-3,3,,,,,,,,,,,,,
롯데리아동래점 롯데마트,부산광역시 동래구 온천동 502-3,4,,,,,,,,,,,,,
롯데리아동래점 롯데마트,부산광역시 동래구 온천동 502-3,5,,,,,,,,,,,,,
롯데리아동래점 롯데마트,부산광역시 동래구 온천동 502-3,6,,,,,,,,,,,,,
모시모시,부산광역시 동래구 온천동 502-3,0,,,,,,,,,,,,,
모시모시,부산광역시 동래구 온천동 502-3,1,,,,,,,,,,,,,
모시모시,부산광역시 동래구 온천동 502-3,2,,,,,,,,,,,,,
모시모시,부산광역시 동래구 온천동 502-3,3,,,,,,,,,,,,,
모시모시,부산광역시 동래구 온천동 502-3,4,,,,,,,,,,,,,
모시모시,부산광역시 동래구 온천동 502-3,5,,,,,,,,,,,,,
모시모시,부산광역시 동래구 온천동 502-3,6,,,,,,,,,,,,,
미스카츠,부산광역시 동래구 온천동 502-3,0,,,,,,,,,,,,,
미스카츠,부산광역시 동래구 온천동 502-3,1,,,,,,,,,,,,,
미스카츠,부산광역시 동래구 온천동 502-3,2,,,,,,,,,,,,,
미스카츠,부산광역시 동래구 온천동 502-3,3,,,,,,,,,,,,,
미스카츠,부산광역시 동래구 온천동 502-3,4,,,,,,,,,,,,,
미스카츠,부산광역시 동래구 온천동 502-3,5,,,,,,,,,,,,,
미스카츠,부산광역시 동래구 온천동 502-3,6,,,,,,,,,,,,,
샤브보트롯데동래점 백화점,부산광역시 동래구 온천동 502-3,0,,,,,,,,,,,,,
샤브보트롯데동래점 백화점,부산광역시 동래구 온천동 502-3,1,,,,,,,,,,,,,
샤브보트롯데동래점 백화점,부산광역시 동래구 온천동 502-3,2,,,,,,,,,,,,,
샤브보트롯데동래점 백화점,부산광역시 동래구 온천동 502-3,3,,,,,,,,,,,,,
샤브보트롯데동래점 백화점,부산광역시 동래구 온천동 502-3,4,,,,,,,,,,,,,
샤브보트롯데동래점 백화점,부산광역시 동래구 온천동 502-3,5,,,,,,,,,,,,,
샤브보트롯데동래점 백화점,부산광역시 동래구 온천동 502-3,6,,,,,,,,,,,,,
스시마이우블랙롯데동래점 백화점,부산광역시 동래구 온천동 502-3,0,,,,,,,,,,,,,
스시마이우블랙롯데동래점 백화점,부산광역시 동래구 온천동 502-3,1,,,,,,,,,,,,,
스시마이우블랙롯데동래점 백화점,부산광역시 동래구 온천동 502-3,2,,,,,,,,,,,,,
스시마이우블랙롯데동래점 백화점,부산광역시 동래구 온천동 502-3,3,,,,,,,,,,,,,
스시마이우블랙롯데동래점 백화점,부산광역시 동래구 온천동 502-3,4,,,,,,,,,,,,,
스시마이우블랙롯데동래점 백화점,부산광역시 동래구 온천동 502-3,5,,,,,,,,,,,,,
스시마이우블랙롯데동래점 백화점,부산광역시 동래구 온천동 502-3,6,,,,,,,,,,,,,
스시혼텐동래,부산광역시 동래구 온천동 502-3,0,,,,,,,,,,,,,
스시혼텐동래,부산광역시 동래구 온천동 502-3,1,,,,,,,,,,,,,
스시혼텐동래,부산광역시 동래구 온천동 502-3,2,,,,,,,,,,,,,
스시혼텐동래,부산광역시 동래구 온천동 502-3,3,,,,,,,,,,,,,
스시혼텐동래,부산광역시 동래구 온천동 502-3,4,,,,,,,,,,,,,
스시혼텐동래,부산광역시 동래구 온천동 502-3,5,,,,,,,,,,,,,
스시혼텐동래,부산광역시 동래구 온천동 502-3,6,,,,,,,,,,,,,
우리샤브,부산광역시 동래구 온천동 502-3,0,,,,,,,,,,,,,
우리샤브,부산광역시 동래구 온천동 502-3,1,,,,,,,,,,,,,
우리샤브,부산광역시 동래구 온천동 502-3,2,,,,,,,,,,,,,
우리샤브,부산광역시 동래구 온천동 502-3,3,,,,,,,,,,,,,
우리샤브,부산광역시 동래구 온천동 502-3,4,,,,,,,,,,,,,
우리샤브,부산광역시 동래구 온천동 502-3,5,,,,,,,,,,,,,
우리샤브,부산광역시 동래구 온천동 502-3,6,,,,,,,,,,,,,
제이제이푸드시스템부산면가,부산광역시 동래구 온천동 502-3,0,,,,,,,,,,,,,
제이제이푸드시스템부산면가,부산광역시 동래구 온천동 502-3,1,,,,,,,,,,,,,
제이제이푸드시스템부산면가,부산광역시 동래구 온천동 502-3,2,,,,,,,,,,,,,
제이제이푸드시스템부산면가,부산광역시 동래구 온천동 502-3,3,,,,,,,,,,,,,
제이제이푸드시스템부산면가,부산광역시 동래구 온천동 502-3,4,,,,,,,,,,,,,
제이제이푸드시스템부산면가,부산광역시 동래구 온천동 502-3,5,,,,,,,,,,,,,
제이제이푸드시스템부산면가,부산광역시 동래구 온천동 502-3,6,,,,,,,,,,,,,
제주항갈치고등어쌈정식,부산광역시 동래구 온천동 502-3,0,,,,,,,,,,,,,
제주항갈치고등어쌈정식,부산광역시 동래구 온천동 502-3,1,,,,,,,,,,,,,
제주항갈치고등어쌈정식,부산광역시 동래구 온천동 502-3,2,,,,,,,,,,,,,
제주항갈치고등어쌈정식,부산광역시 동래구 온천동 502-3,3,,,,,,,,,,,,,
제주항갈치고등어쌈정식,부산광역시 동래구 온천동 502-3,4,,,,,,,,,,,,,
제주항갈치고등어쌈정식,부산광역시 동래구 온천동 502-3,5,,,,,,,,,,,,,
제주항갈치고등어쌈정식,부산광역시 동래구 온천동 502-3,6,,,,,,,,,,,,,
차이홍짬뽕,부산광역시 동래구 온천동 502-3,0,,,,,,,,,,,,,
차이홍짬뽕,부산광역시 동래구 온천동 502-3,1,,,,,,,,,,,,,
차이홍짬뽕,부산광역시 동래구 온천동 502-3,2,,,,,,,,,,,,,
차이홍짬뽕,부산광역시 동래구 온천동 502-3,3,,,,,,,,,,,,,
차이홍짬뽕,부산광역시 동래구 온천동 502-3,4,,,,,,,,,,,,,
차이홍짬뽕,부산광역시 동래구 온천동 502-3,5,,,,,,,,,,,,,
차이홍짬뽕,부산광역시 동래구 온천동 502-3,6,,,,,,,,,,,,,
한끼닭칼국수롯데동래점 백화점,부산광역시 동래구 온천동 502-3,0,,,,,,,,,,,,,
한끼닭칼국수롯데동래점 백화점,부산광역시 동래구 온천동 502-3,1,,,,,,,,,,,,,
한끼닭칼국수롯데동래점 백화점,부산광역시 동래구 온천동 502-3,2,,,,,,,,,,,,,
한끼닭칼국수롯데동래점 백화점,부산광역시 동래구 온천동 502-3,3,,,,,,,,,,,,,
한끼닭칼국수롯데동래점 백화점,부산광역시 동래구 온천동 502-3,4,,,,,,,,,,,,,
한끼닭칼국수롯데동래점 백화점,부산광역시 동래구 온천동 502-3,5,,,,,,,,,,,,,
한끼닭칼국수롯데동래점 백화점,부산광역시 동래구 온천동 502-3,6,,,,,,,,,,,,,
호야짬뽕동래점 롯데마트,부산광역시 동래구 온천동 502-3,0,,,,,,,,,,,,,
호야짬뽕동래점 롯데마트,부산광역시 동래구 온천동 502-3,1,,,,,,,,,,,,,
호야짬뽕동래점 롯데마트,부산광역시 동래구 온천동 502-3,2,,,,,,,,,,,,,
호야짬뽕동래점 롯데마트,부산광역시 동래구 온천동 502-3,3,,,,,,,,,,,,,
호야짬뽕동래점 롯데마트,부산광역시 동래구 온천동 502-3,4,,,,,,,,,,,,,
호야짬뽕동래점 롯데마트,부산광역시 동래구 온천동 502-3,5,,,,,,,,,,,,,
호야짬뽕동래점 롯데마트,부산광역시 동래구 온천동 502-3,6,,,,,,,,,,,,,
순스시,부산광역시 동래구 온천동 503-1,0,,,,,,,,,,,,,
순스시,부산광역시 동래구 온천동 503-1,1,,,,,,,,,,,,,
순스시,부산광역시 동래구 온천동 503-1,2,,,,,,,,,,,,,
순스시,부산광역시 동래구 온천동 503-1,3,,,,,,,,,,,,,
순스시,부산광역시 동래구 온천동 503-1,4,,,,,,,,,,,,,
순스시,부산광역시 동래구 온천동 503-1,5,,,,,,,,,,,,,
순스시,부산광역시 동래구 온천동 503-1,6,,,,,,,,,,,,,
안디아모,부산광역시 동래구 온천동 503-1,0,,,,,,,,,,,,,
안디아모,부산광역시 동래구 온천동 503-1,1,,,,,,,,,,,,,
안디아모,부산광역시 동래구 온천동 503-1,2,,,,,,,,,,,,,
안디아모,부산광역시 동래구 온천동 503-1,3,,,,,,,,,,,,,
안디아모,부산광역시 동래구 온천동 503-1,4,,,,,,,,,,,,,
안디아모,부산광역시 동래구 온천동 503-1,5,,,,,,,,,,,,,
안디아모,부산광역시 동래구 온천동 503-1,6,,,,,,,,,,,,,
고메밀면 온천점,부산광역시 동래구 온천동 503-12,0,,,,,,,,,,,,,
고메밀면 온천점,부산광역시 동래구 온천동 503-12,1,,,,,,,,,,,,,
고메밀면 온천점,부산광역시 동래구 온천동 503-12,2,,,,,,,,,,,,,
고메밀면 온천점,부산광역시 동래구 온천동 503-12,3,,,,,,,,,,,,,
고메밀면 온천점,부산광역시 동래구 온천동 503-12,4,,,,,,,,,,,,,
고메밀면 온천점,부산광역시 동래구 온천동 503-12,5,,,,,,,,,,,,,
고메밀면 온천점,부산광역시 동래구 온천동 503-12,6,,,,,,,,,,,,,
미스터스시 동래점,부산광역시 동래구 온천동 503-12,0,,,,,,,,,,,,,
미스터스시 동래점,부산광역시 동래구 온천동 503-12,1,,,,,,,,,,,,,
미스터스시 동래점,부산광역시 동래구 온천동 503-12,2,,,,,,,,,,,,,
미스터스시 동래점,부산광역시 동래구 온천동 503-12,3,,,,,,,,,,,,,
미스터스시 동래점,부산광역시 동래구 온천동 503-12,4,,,,,,,,,,,,,
미스터스시 동래점,부산광역시 동래구 온천동 503-12,5,,,,,,,,,,,,,
미스터스시 동래점,부산광역시 동래구 온천동 503-12,6,,,,,,,,,,,,,
현이국수,부산광역시 동래구 온천동 503-17,0,,,,,,,,,,,,,
현이국수,부산광역시 동래구 온천동 503-17,1,,,,,,,,,,,,,
현이국수,부산광역시 동래구 온천동 503-17,2,,,,,,,,,,,,,
현이국수,부산광역시 동래구 온천동 503-17,3,,,,,,,,,,,,,
현이국수,부산광역시 동래구 온천동 503-17,4,,,,,,,,,,,,,
현이국수,부산광역시 동래구 온천동 503-17,5,,,,,,,,,,,,,
현이국수,부산광역시 동래구 온천동 503-17,6,,,,,,,,,,,,,
귀빈가,부산광역시 동래구 온천동 503-19,0,,,,,,,,,,,,,
귀빈가,부산광역시 동래구 온천동 503-19,1,,,,,,,,,,,,,
귀빈가,부산광역시 동래구 온천동 503-19,2,,,,,,,,,,,,,
귀빈가,부산광역시 동래구 온천동 503-19,3,,,,,,,,,,,,,
귀빈가,부산광역시 동래구 온천동 503-19,4,,,,,,,,,,,,,
귀빈가,부산광역시 동래구 온천동 503-19,5,,,,,,,,,,,,,
귀빈가,부산광역시 동래구 온천동 503-19,6,,,,,,,,,,,,,
문창식갈비탕,부산광역시 동래구 온천동 503-21,0,,,,,,,,,,,,,
문창식갈비탕,부산광역시 동래구 온천동 503-21,1,,,,,,,,,,,,,
문창식갈비탕,부산광역시 동래구 온천동 503-21,2,,,,,,,,,,,,,
문창식갈비탕,부산광역시 동래구 온천동 503-21,3,,,,,,,,,,,,,
문창식갈비탕,부산광역시 동래구 온천동 503-21,4,,,,,,,,,,,,,
문창식갈비탕,부산광역시 동래구 온천동 503-21,5,,,,,,,,,,,,,
문창식갈비탕,부산광역시 동래구 온천동 503-21,6,,,,,,,,,,,,,
송담추어탕,부산광역시 동래구 온천동 503-38,0,,,,,,,,,,,,,
송담추어탕,부산광역시 동래구 온천동 503-38,1,,,,,,,,,,,,,
송담추어탕,부산광역시 동래구 온천동 503-38,2,,,,,,,,,,,,,
송담추어탕,부산광역시 동래구 온천동 503-38,3,,,,,,,,,,,,,
송담추어탕,부산광역시 동래구 온천동 503-38,4,,,,,,,,,,,,,
송담추어탕,부산광역시 동래구 온천동 503-38,5,,,,,,,,,,,,,
송담추어탕,부산광역시 동래구 온천동 503-38,6,,,,,,,,,,,,,
철마뒷고기 2호점,부산광역시 동래구 온천동 51-15,0,,,,,,,,,,,,,
철마뒷고기 2호점,부산광역시 동래구 온천동 51-15,1,,,,,,,,,,,,,
철마뒷고기 2호점,부산광역시 동래구 온천동 51-15,2,,,,,,,,,,,,,
철마뒷고기 2호점,부산광역시 동래구 온천동 51-15,3,,,,,,,,,,,,,
철마뒷고기 2호점,부산광역시 동래구 온천동 51-15,4,,,,,,,,,,,,,
철마뒷고기 2호점,부산광역시 동래구 온천동 51-15,5,,,,,,,,,,,,,
철마뒷고기 2호점,부산광역시 동래구 온천동 51-15,6,,,,,,,,,,,,,
민푸드,부산광역시 동래구 온천동 616-1,0,,,,,,,,,,,,,
민푸드,부산광역시 동래구 온천동 616-1,1,,,,,,,,,,,,,
민푸드,부산광역시 동래구 온천동 616-1,2,,,,,,,,,,,,,
민푸드,부산광역시 동래구 온천동 616-1,3,,,,,,,,,,,,,
민푸드,부산광역시 동래구 온천동 616-1,4,,,,,,,,,,,,,
민푸드,부산광역시 동래구 온천동 616-1,5,,,,,,,,,,,,,
민푸드,부산광역시 동래구 온천동 616-1,6,,,,,,,,,,,,,
죽!맛집,부산광역시 동래구 온천동 616-7,0,,,,,,,,,,,,,
죽!맛집,부산광역시 동래구 온천동 616-7,1,,,,,,,,,,,,,
죽!맛집,부산광역시 동래구 온천동 616-7,2,,,,,,,,,,,,,
죽!맛집,부산광역시 동래구 온천동 616-7,3,,,,,,,,,,,,,
죽!맛집,부산광역시 동래구 온천동 616-7,4,,,,,,,,,,,,,
죽!맛집,부산광역시 동래구 온천동 616-7,5,,,,,,,,,,,,,
죽!맛집,부산광역시 동래구 온천동 616-7,6,,,,,,,,,,,,,
국민대패,부산광역시 동래구 온천동 707-1,0,,,,,,,,,,,,,
국민대패,부산광역시 동래구 온천동 707-1,1,,,,,,,,,,,,,
국민대패,부산광역시 동래구 온천동 707-1,2,,,,,,,,,,,,,
국민대패,부산광역시 동래구 온천동 707-1,3,,,,,,,,,,,,,
국민대패,부산광역시 동래구 온천동 707-1,4,,,,,,,,,,,,,
국민대패,부산광역시 동래구 온천동 707-1,5,,,,,,,,,,,,,
국민대패,부산광역시 동래구 온천동 707-1,6,,,,,,,,,,,,,
기발한치킨,부산광역시 동래구 온천동 707-1,0,,,,,,,,,,,,,
기발한치킨,부산광역시 동래구 온천동 707-1,1,,,,,,,,,,,,,
기발한치킨,부산광역시 동래구 온천동 707-1,2,,,,,,,,,,,,,
기발한치킨,부산광역시 동래구 온천동 707-1,3,,,,,,,,,,,,,
기발한치킨,부산광역시 동래구 온천동 707-1,4,,,,,,,,,,,,,
기발한치킨,부산광역시 동래구 온천동 707-1,5,,,,,,,,,,,,,
기발한치킨,부산광역시 동래구 온천동 707-1,6,,,,,,,,,,,,,
나폴리우럭,부산광역시 동래구 온천동 707-1,0,,,,,,,,,,,,,
나폴리우럭,부산광역시 동래구 온천동 707-1,1,,,,,,,,,,,,,
나폴리우럭,부산광역시 동래구 온천동 707-1,2,,,,,,,,,,,,,
나폴리우럭,부산광역시 동래구 온천동 707-1,3,,,,,,,,,,,,,
나폴리우럭,부산광역시 동래구 온천동 707-1,4,,,,,,,,,,,,,
나폴리우럭,부산광역시 동래구 온천동 707-1,5,,,,,,,,,,,,,
나폴리우럭,부산광역시 동래구 온천동 707-1,6,,,,,,,,,,,,,
삼산장고집,부산광역시 동래구 온천동 707-1,0,,,,,,,,,,,,,
삼산장고집,부산광역시 동래구 온천동 707-1,1,,,,,,,,,,,,,
삼산장고집,부산광역시 동래구 온천동 707-1,2,,,,,,,,,,,,,
삼산장고집,부산광역시 동래구 온천동 707-1,3,,,,,,,,,,,,,
삼산장고집,부산광역시 동래구 온천동 707-1,4,,,,,,,,,,,,,
삼산장고집,부산광역시 동래구 온천동 707-1,5,,,,,,,,,,,,,
삼산장고집,부산광역시 동래구 온천동 707-1,6,,,,,,,,,,,,,
우미정,부산광역시 동래구 온천동 707-1,0,,,,,,,,,,,,,
우미정,부산광역시 동래구 온천동 707-1,1,,,,,,,,,,,,,
우미정,부산광역시 동래구 온천동 707-1,2,,,,,,,,,,,,,
우미정,부산광역시 동래구 온천동 707-1,3,,,,,,,,,,,,,
우미정,부산광역시 동래구 온천동 707-1,4,,,,,,,,,,,,,
우미정,부산광역시 동래구 온천동 707-1,5,,,,,,,,,,,,,
우미정,부산광역시 동래구 온천동 707-1,6,,,,,,,,,,,,,
텐퍼센트동래래미안아이파크,부산광역시 동래구 온천동 707-1,0,,,,,,,,,,,,,
텐퍼센트동래래미안아이파크,부산광역시 동래구 온천동 707-1,1,,,,,,,,,,,,,
텐퍼센트동래래미안아이파크,부산광역시 동래구 온천동 707-1,2,,,,,,,,,,,,,
텐퍼센트동래래미안아이파크,부산광역시 동래구 온천동 707-1,3,,,,,,,,,,,,,
텐퍼센트동래래미안아이파크,부산광역시 동래구 온천동 707-1,4,,,,,,,,,,,,,
텐퍼센트동래래미안아이파크,부산광역시 동래구 온천동 707-1,5,,,,,,,,,,,,,
텐퍼센트동래래미안아이파크,부산광역시 동래구 온천동 707-1,6,,,,,,,,,,,,,
호맥동래럭키점,부산광역시 동래구 온천동 707-1,0,,,,,,,,,,,,,
호맥동래럭키점,부산광역시 동래구 온천동 707-1,1,,,,,,,,,,,,,
호맥동래럭키점,부산광역시 동래구 온천동 707-1,2,,,,,,,,,,,,,
호맥동래럭키점,부산광역시 동래구 온천동 707-1,3,,,,,,,,,,,,,
호맥동래럭키점,부산광역시 동래구 온천동 707-1,4,,,,,,,,,,,,,
호맥동래럭키점,부산광역시 동래구 온천동 707-1,5,,,,,,,,,,,,,
호맥동래럭키점,부산광역시 동래구 온천동 707-1,6,,,,,,,,,,,,,
희래등,부산광역시 동래구 온천동 707-1,0,,,,,,,,,,,,,
희래등,부산광역시 동래구 온천동 707-1,1,,,,,,,,,,,,,
희래등,부산광역시 동래구 온천동 707-1,2,,,,,,,,,,,,,
희래등,부산광역시 동래구 온천동 707-1,3,,,,,,,,,,,,,
희래등,부산광역시 동래구 온천동 707-1,4,,,,,,,,,,,,,
희래등,부산광역시 동래구 온천동 707-1,5,,,,,,,,,,,,,
희래등,부산광역시 동래구 온천동 707-1,6,,,,,,,,,,,,,
동래한울타리,부산광역시 동래구 온천동 707-5,0,,,,,,,,,,,,,
동래한울타리,부산광역시 동래구 온천동 707-5,1,,,,,,,,,,,,,
동래한울타리,부산광역시 동래구 온천동 707-5,2,,,,,,,,,,,,,
동래한울타리,부산광역시 동래구 온천동 707-5,3,,,,,,,,,,,,,
동래한울타리,부산광역시 동래구 온천동 707-5,4,,,,,,,,,,,,,
동래한울타리,부산광역시 동래구 온천동 707-5,5,,,,,,,,,,,,,
동래한울타리,부산광역시 동래구 온천동 707-5,6,,,,,,,,,,,,,
새올순대국,부산광역시 동래구 온천동 707-5,0,,,,,,,,,,,,,
새올순대국,부산광역시 동래구 온천동 707-5,1,,,,,,,,,,,,,
새올순대국,부산광역시 동래구 온천동 707-5,2,,,,,,,,,,,,,
새올순대국,부산광역시 동래구 온천동 707-5,3,,,,,,,,,,,,,
새올순대국,부산광역시 동래구 온천동 707-5,4,,,,,,,,,,,,,
새올순대국,부산광역시 동래구 온천동 707-5,5,,,,,,,,,,,,,
새올순대국,부산광역시 동래구 온천동 707-5,6,,,,,,,,,,,,,
서고집안동갈비,부산광역시 동래구 온천동 707-5,0,,,,,,,,,,,,,
서고집안동갈비,부산광역시 동래구 온천동 707-5,1,,,,,,,,,,,,,
서고집안동갈비,부산광역시 동래구 온천동 707-5,2,,,,,,,,,,,,,
서고집안동갈비,부산광역시 동래구 온천동 707-5,3,,,,,,,,,,,,,
서고집안동갈비,부산광역시 동래구 온천동 707-5,4,,,,,,,,,,,,,
서고집안동갈비,부산광역시 동래구 온천동 707-5,5,,,,,,,,,,,,,
서고집안동갈비,부산광역시 동래구 온천동 707-5,6,,,,,,,,,,,,,
장군시오야끼부산 1호점,부산광역시 동래구 온천동 707-5,0,,,,,,,,,,,,,
장군시오야끼부산 1호점,부산광역시 동래구 온천동 707-5,1,,,,,,,,,,,,,
장군시오야끼부산 1호점,부산광역시 동래구 온천동 707-5,2,,,,,,,,,,,,,
장군시오야끼부산 1호점,부산광역시 동래구 온천동 707-5,3,,,,,,,,,,,,,
장군시오야끼부산 1호점,부산광역시 동래구 온천동 707-5,4,,,,,,,,,,,,,
장군시오야끼부산 1호점,부산광역시 동래구 온천동 707-5,5,,,,,,,,,,,,,
장군시오야끼부산 1호점,부산광역시 동래구 온천동 707-5,6,,,,,,,,,,,,,
참소한우야밥묵자,부산광역시 동래구 온천동 724,0,,,,,,,,,,,,,
참소한우야밥묵자,부산광역시 동래구 온천동 724,1,,,,,,,,,,,,,
참소한우야밥묵자,부산광역시 동래구 온천동 724,2,,,,,,,,,,,,,
참소한우야밥묵자,부산광역시 동래구 온천동 724,3,,,,,,,,,,,,,
참소한우야밥묵자,부산광역시 동래구 온천동 724,4,,,,,,,,,,,,,
참소한우야밥묵자,부산광역시 동래구 온천동 724,5,,,,,,,,,,,,,
참소한우야밥묵자,부산광역시 동래구 온천동 724,6,,,,,,,,,,,,,
묵도리밀요리 전문점,부산광역시 동래구 온천동 724-2,0,,,,,,,,,,,,,
묵도리밀요리 전문점,부산광역시 동래구 온천동 724-2,1,,,,,,,,,,,,,
묵도리밀요리 전문점,부산광역시 동래구 온천동 724-2,2,,,,,,,,,,,,,
묵도리밀요리 전문점,부산광역시 동래구 온천동 724-2,3,,,,,,,,,,,,,
묵도리밀요리 전문점,부산광역시 동래구 온천동 724-2,4,,,,,,,,,,,,,
묵도리밀요리 전문점,부산광역시 동래구 온천동 724-2,5,,,,,,,,,,,,,
묵도리밀요리 전문점,부산광역시 동래구 온천동 724-2,6,,,,,,,,,,,,,
국민낙곱새온천장점,부산광역시 동래구 온천동 726-15,0,,,,,,,,,,,,,
국민낙곱새온천장점,부산광역시 동래구 온천동 726-15,1,,,,,,,,,,,,,
국민낙곱새온천장점,부산광역시 동래구 온천동 726-15,2,,,,,,,,,,,,,
국민낙곱새온천장점,부산광역시 동래구 온천동 726-15,3,,,,,,,,,,,,,
국민낙곱새온천장점,부산광역시 동래구 온천동 726-15,4,,,,,,,,,,,,,
국민낙곱새온천장점,부산광역시 동래구 온천동 726-15,5,,,,,,,,,,,,,
국민낙곱새온천장점,부산광역시 동래구 온천동 726-15,6,,,,,,,,,,,,,
홍가쌈밥,부산광역시 동래구 온천동 726-15,0,,,,,,,,,,,,,
홍가쌈밥,부산광역시 동래구 온천동 726-15,1,,,,,,,,,,,,,
홍가쌈밥,부산광역시 동래구 온천동 726-15,2,,,,,,,,,,,,,
홍가쌈밥,부산광역시 동래구 온천동 726-15,3,,,,,,,,,,,,,
홍가쌈밥,부산광역시 동래구 온천동 726-15,4,,,,,,,,,,,,,
홍가쌈밥,부산광역시 동래구 온천동 726-15,5,,,,,,,,,,,,,
홍가쌈밥,부산광역시 동래구 온천동 726-15,6,,,,,,,,,,,,,
강원도드래요,부산광역시 동래구 온천동 728-29,0,,,,,,,,,,,,,
강원도드래요,부산광역시 동래구 온천동 728-29,1,,,,,,,,,,,,,
강원도드래요,부산광역시 동래구 온천동 728-29,2,,,,,,,,,,,,,
강원도드래요,부산광역시 동래구 온천동 728-29,3,,,,,,,,,,,,,
강원도드래요,부산광역시 동래구 온천동 728-29,4,,,,,,,,,,,,,
강원도드래요,부산광역시 동래구 온천동 728-29,5,,,,,,,,,,,,,
강원도드래요,부산광역시 동래구 온천동 728-29,6,,,,,,,,,,,,,
오케이도매횟집,부산광역시 동래구 온천동 750-103,0,,,,,,,,,,,,,
오케이도매횟집,부산광역시 동래구 온천동 750-103,1,,,,,,,,,,,,,
오케이도매횟집,부산광역시 동래구 온천동 750-103,2,,,,,,,,,,,,,
오케이도매횟집,부산광역시 동래구 온천동 750-103,3,,,,,,,,,,,,,
오케이도매횟집,부산광역시 동래구 온천동 750-103,4,,,,,,,,,,,,,
오케이도매횟집,부산광역시 동래구 온천동 750-103,5,,,,,,,,,,,,,
오케이도매횟집,부산광역시 동래구 온천동 750-103,6,,,,,,,,,,,,,
얼크니샤브손칼국수,부산광역시 동래구 온천동 750-110,0,,,,,,,,,,,,,
얼크니샤브손칼국수,부산광역시 동래구 온천동 750-110,1,,,,,,,,,,,,,
얼크니샤브손칼국수,부산광역시 동래구 온천동 750-110,2,,,,,,,,,,,,,
얼크니샤브손칼국수,부산광역시 동래구 온천동 750-110,3,,,,,,,,,,,,,
얼크니샤브손칼국수,부산광역시 동래구 온천동 750-110,4,,,,,,,,,,,,,
얼크니샤브손칼국수,부산광역시 동래구 온천동 750-110,5,,,,,,,,,,,,,
얼크니샤브손칼국수,부산광역시 동래구 온천동 750-110,6,,,,,,,,,,,,,
원숭이브런치,부산광역시 동래구 온천동 750-16,0,,,,,,,,,,,,,
원숭이브런치,부산광역시 동래구 온천동 750-16,1,,,,,,,,,,,,,
원숭이브런치,부산광역시 동래구 온천동 750-16,2,,,,,,,,,,,,,
원숭이브런치,부산광역시 동래구 온천동 750-16,3,,,,,,,,,,,,,
원숭이브런치,부산광역시 동래구 온천동 750-16,4,,,,,,,,,,,,,
원숭이브런치,부산광역시 동래구 온천동 750-16,5,,,,,,,,,,,,,
원숭이브런치,부산광역시 동래구 온천동 750-16,6,,,,,,,,,,,,,
이인,부산광역시 동래구 온천동 750-21,0,,,,,,,,,,,,,
이인,부산광역시 동래구 온천동 750-21,1,,,,,,,,,,,,,
이인,부산광역시 동래구 온천동 750-21,2,,,,,,,,,,,,,
이인,부산광역시 동래구 온천동 750-21,3,,,,,,,,,,,,,
이인,부산광역시 동래구 온천동 750-21,4,,,,,,,,,,,,,
이인,부산광역시 동래구 온천동 750-21,5,,,,,,,,,,,,,
이인,부산광역시 동래구 온천동 750-21,6,,,,,,,,,,,,,
주택가,부산광역시 동래구 온천동 750-21,0,,,,,,,,,,,,,
주택가,부산광역시 동래구 온천동 750-21,1,,,,,,,,,,,,,
주택가,부산광역시 동래구 온천동 750-21,2,,,,,,,,,,,,,
주택가,부산광역시 동래구 온천동 750-21,3,,,,,,,,,,,,,
주택가,부산광역시 동래구 온천동 750-21,4,,,,,,,,,,,,,
주택가,부산광역시 동래구 온천동 750-21,5,,,,,,,,,,,,,
주택가,부산광역시 동래구 온천동 750-21,6,,,,,,,,,,,,,
착착국수,부산광역시 동래구 온천동 750-33,0,,,,,,,,,,,,,
착착국수,부산광역시 동래구 온천동 750-33,1,,,,,,,,,,,,,
착착국수,부산광역시 동래구 온천동 750-33,2,,,,,,,,,,,,,
착착국수,부산광역시 동래구 온천동 750-33,3,,,,,,,,,,,,,
착착국수,부산광역시 동래구 온천동 750-33,4,,,,,,,,,,,,,
착착국수,부산광역시 동래구 온천동 750-33,5,,,,,,,,,,,,,
착착국수,부산광역시 동래구 온천동 750-33,6,,,,,,,,,,,,,
여기국수,부산광역시 동래구 온천동 750-35,0,,,,,,,,,,,,,
