이름,상권업종소분류명,표준산업분류명,지번주소,건물명,도로명주소,층정보,호정보,경도,위도,휴무일,휴무 간격,여는시간,닫는시간,라스트오더,비고
카페온도애,카페,커피 전문점,부산광역시 사하구 다대동 85-9,,부산광역시 사하구 다송로 8,1,,128.9805619,35.06641068,,,,,,
커피볶는시골커피 대연황령산점,카페,커피 전문점,부산광역시 남구 대연동 245-118,,부산광역시 남구 황령대로319번가길 194,1,,129.0894062,35.15029345,,,,,,
텐퍼센트 구남역점,카페,커피 전문점,부산광역시 북구 구포동 1090,,부산광역시 북구 백양대로 1016,,,128.9949224,35.19641348,,,,,,
타이드카페 해운대비치점 ,카페,커피 전문점,부산광역시 기장군 기장읍 석산리 297,,부산광역시 기장군 기장읍 청연로 12,1,,129.2116066,35.21455487,,,,,,
하이오커피정관 모전점,카페,커피 전문점,부산광역시 기장군 정관읍 모전리 723,이지더원1차,부산광역시 기장군 정관읍 정관1로 18,,,129.1632244,35.33961366,,,,,,
다대드라,카페,커피 전문점,부산광역시 동래구 안락동 606-4,안락종합타운,부산광역시 동래구 충렬대로 420,1,,129.1039101,35.19624441,,,,,,
인생커피,카페,커피 전문점,부산광역시 강서구 신호동 221-2,,부산광역시 강서구 신호산단4로 66,1,,128.8802566,35.08549105,,,,,,
스트리트호텔커피,카페,커피 전문점,부산광역시 부산진구 전포동 664-7,,부산광역시 부산진구 서전로37번길 26,,,129.0642132,35.15892601,,,,,,
카페051 대연혁신점,카페,커피 전문점,부산광역시 남구 대연동 1858,대연힐스테이트푸르지오,부산광역시 남구 수영로 345,,,129.1035224,35.13988407,,,,,,
카페로사,카페,커피 전문점,부산광역시 부산진구 당감동 771-1,,부산광역시 부산진구 백양순환로 65,1,,129.0343411,35.1702545,,,,,,
파스쿠찌 사직점,카페,커피 전문점,부산광역시 동래구 사직동 96-16,금왕빌딩,부산광역시 동래구 아시아드대로 141,1,,129.065307,35.19695428,,,,,,
고모리커피공장 녹산점,카페,커피 전문점,부산광역시 강서구 송정동 1631-6,,부산광역시 강서구 녹산산단335로 24-8,,,128.854794,35.09060565,,,,,,
조이,카페,커피 전문점,부산광역시 부산진구 부전동 126-2,,부산광역시 부산진구 서전로9번길 38,1,,129.0614036,35.15934334,,,,,,
요아정 부산재송점,카페,커피 전문점,부산광역시 해운대구 재송동 1124-4,,부산광역시 해운대구 재반로 86,,,129.1257291,35.18634711,,,,,,
블루샥커피 명지오션점 ,카페,커피 전문점,부산광역시 강서구 명지동 3239-5,,부산광역시 강서구 명지오션시티4로 69,,,128.9039409,35.08277825,,,,,,
피봇,카페,기타 비알코올 음료점업,부산광역시 영도구 봉래동2가 43,,부산광역시 영도구 대교로 13,1,,129.0433774,35.09316958,,,,,,
커피로만,카페,커피 전문점,부산광역시 남구 용호동 414-14,,부산광역시 남구 용호로42번길 144,1,,129.1090996,35.12048432,,,,,,
3XL커피 부산삼성화재사옥점,카페,커피 전문점,부산광역시 동구 초량동 1205-22,삼성화재부산초량사옥,부산광역시 동구 중앙대로 184,1,,129.0394369,35.11368357,,,,,,
동백섬가는길,카페,커피 전문점,부산광역시 해운대구 우동 772-2,일부호,부산광역시 해운대구 동백로29번길 4,1,,129.1517577,35.15897916,,,,,,
봄네커피,카페,커피 전문점,부산광역시 해운대구 반여동 1247-29,,부산광역시 해운대구 반여로 157-1,1,,129.1258511,35.2053501,,,,,,
블루샥 수영구청점,카페,커피 전문점,부산광역시 수영구 남천동 7-20,,부산광역시 수영구 남천동로 110-1,1,,129.1115199,35.14582771,,,,,,
컴포즈 커피재송점,카페,커피 전문점,부산광역시 해운대구 재송동 1089-7,일부호,부산광역시 해운대구 재반로 85,1,,129.1253439,35.18630882,,,,,,
카페051 부산진역점,카페,커피 전문점,부산광역시 동구 수정동 1-116,,부산광역시 동구 중앙대로371번길 6,1,,129.0483049,35.12883584,,,,,,
사라다방,카페,김밥 및 기타 간이 음식점업,부산광역시 동래구 사직동 48-8,,부산광역시 동래구 사직북로34번길 12,1,,129.0605954,35.19905316,,,,,,
제이스토리,카페,커피 전문점,부산광역시 사하구 장림동 1154,두산위브더제니스센트럴사하,부산광역시 사하구 장림로 199,1,,128.9700989,35.08347845,,,,,,
커피볶는시골커피 수영sk뷰점,카페,커피 전문점,부산광역시 수영구 망미동 593-54,,부산광역시 수영구 망미배산로48번길 12,1,,129.1030666,35.17459542,,,,,,
아스트커피,카페,커피 전문점,부산광역시 사하구 하단동 496-25,,부산광역시 사하구 낙동대로516번길 6,1,,128.9660491,35.11114758,,,,,,
카페장,카페,커피 전문점,부산광역시 연제구 연산동 1481-1,일부호,부산광역시 연제구 월드컵대로145번길 84,1,,129.0782916,35.18306152,,,,,,
어오케이커피문현금융단지점,카페,커피 전문점,부산광역시 남구 문현동 1229-2,부산국제금융센터,부산광역시 남구 문현금융로 40,,,129.0658629,35.14648889,,,,,,
반여동 소라커피숍,카페,서양식 음식점업,부산광역시 해운대구 반여동 1291-829,,부산광역시 해운대구 재반로 203-1,1,,129.1305339,35.19548135,,,,,,
바나프레소 센텀시티점,카페,커피 전문점,부산광역시 해운대구 우동 1498,대우트럼프월드센텀,부산광역시 해운대구 센텀동로 9,1,,129.1324554,35.16987302,,,,,,
컴포즈 화명수정점,카페,커피 전문점,부산광역시 북구 화명동 2314-1,신라빌딩,부산광역시 북구 학사로 15,,,129.0076819,35.22416569,,,,,,
소마드로잉카페 부산서면점,카페,김밥 및 기타 간이 음식점업,부산광역시 부산진구 부전동 183-1,쥬디스태화신관,부산광역시 부산진구 서전로10번길 61,5,,129.0603533,35.15511674,,,,,,
또요거트아이스크림 사직점,카페,기타 비알코올 음료점업,부산광역시 동래구 사직동 54-1,,부산광역시 동래구 아시아드대로181번길 25,1,,129.063368,35.20102452,,,,,,
ㅋㅍ커피키읔피읖커피,카페,커피 전문점,부산광역시 부산진구 양정동 96-4,,부산광역시 부산진구 양정로 5,1,,129.0741837,35.17345355,,,,,,
갤러리틈,카페,커피 전문점,부산광역시 금정구 남산동 993-6,,부산광역시 금정구 금샘로 470-1,1,,129.0854128,35.26491656,,,,,,
커피나무,카페,기타 비알코올 음료점업,부산광역시 사하구 장림동 1124,제,부산광역시 사하구 하신중앙로22번길 27,1,,128.9656457,35.08201872,,,,,,
앤커피,카페,커피 전문점,부산광역시 연제구 거제동 70-4,,부산광역시 연제구 중앙대로 1206,,,129.0804844,35.19501822,,,,,,
예스예스커피,카페,커피 전문점,부산광역시 해운대구 재송동 1216,벽산이센텀클래스원,부산광역시 해운대구 센텀동로 99,,,129.1258479,35.17616207,,,,,,
텐퍼센트커피 동래롯데점,카페,커피 전문점,부산광역시 동래구 온천동 435-27,동래센트럴파크,부산광역시 동래구 금강로 63,,,129.0769094,35.21499509,,,,,,
라비타커피 현대미술관점,카페,커피 전문점,부산광역시 사하구 하단동 1149-37,부산현대미술관,부산광역시 사하구 낙동남로 1191,1,,128.9426902,35.10933441,,,,,,
화림花林,카페,커피 전문점,부산광역시 기장군 기장읍 청강리 333-2,,부산광역시 기장군 기장읍 청강로 8,,,129.2177626,35.23417678,,,,,,
어랏커피 부산과기대점,카페,커피 전문점,부산광역시 북구 구포동 1218-15,미해빌딩,부산광역시 북구 시랑로 76,,,129.0053845,35.19907929,,,,,,
팔공티롯데 동래점,카페,섬유; 의복; 신발 및 가죽제품 중개업,부산광역시 동래구 온천동 502-3,롯데백화점,부산광역시 동래구 중앙대로 1393,1,,129.0774734,35.21170521,,,,,,
수향,카페,커피 전문점,부산광역시 동래구 안락동 425-5,,부산광역시 동래구 안락로 16-1,2,,129.0989629,35.20066482,,,,,,
차담정,카페,커피 전문점,부산광역시 동래구 안락동 421-33,충렬사내휴게소,부산광역시 동래구 충렬대로 345,,,129.0959923,35.19956283,,,,,,
플루800,카페,커피 전문점,부산광역시 동구 수정동 257-2,,부산광역시 동구 고관로 116,1,,129.046671,35.12885444,,,,,,
텐퍼센트 덕포역점,카페,커피 전문점,부산광역시 사상구 덕포동 795,사상중흥S-클래스그랜드센트럴,부산광역시 사상구 사상로 300,,,128.9836929,35.17163553,,,,,,
1잔,카페,커피 전문점,부산광역시 남구 대연동 43-51,조은원룸,부산광역시 남구 수영로334번길 51,,,129.1037715,35.13634721,,,,,,
커피.컵.피,카페,커피 전문점,부산광역시 중구 중앙동4가 39,,부산광역시 중구 대청로135번길 13-1,2,,129.0346458,35.10404045,,,,,,
파스쿠찌 동의의료원점,카페,커피 전문점,부산광역시 부산진구 양정동 산 45-1,동의의료원,부산광역시 부산진구 양정로 62,1,,129.0759276,35.1699542,,,,,,
댄싱컵 양정자이더샵점,카페,커피 전문점,부산광역시 부산진구 양정동 104-64,양정자이더샵SKVIEW1단지,부산광역시 부산진구 연수로 38,1,,129.0763901,35.1734698,,,,,,
영커피 남부민점,카페,커피 전문점,부산광역시 서구 남부민동 94-200,,부산광역시 서구 해돋이로 81-1,1,,129.0211234,35.08621614,,,,,,
요아정 부산구서점,카페,커피 전문점,부산광역시 금정구 구서동 413-2,대보드림채,부산광역시 금정구 수림로72번길 160,1,,129.0880056,35.2464975,,,,,,
씨엘로,카페,커피 전문점,부산광역시 동구 수정동 804-16,카페,부산광역시 동구 수정동로 19-1,1,,129.0457025,35.13004232,,,,,,
더리버온,카페,커피 전문점,부산광역시 강서구 봉림동 763-1854,,부산광역시 강서구 둔치강변길 690,1,,128.8887588,35.15032631,,,,,,
빽다방 부산연산시장점,카페,커피 전문점,부산광역시 연제구 연산동 788-8,SH메디컬,부산광역시 연제구 중앙천로2번길 3,1,,129.0844897,35.17518701,,,,,,
타로카페,카페,커피 전문점,부산광역시 중구 부평동3가 76-19,,부산광역시 중구 보수대로44번길 24-4,,,129.0240913,35.10249594,,,,,,
커피볶는시골커피 연산더샵파크시티점,카페,커피 전문점,부산광역시 연제구 연산동 2311,더샵파크시티,부산광역시 연제구 안연로 33,,,129.095535,35.19201911,,,,,,
카페콩이,카페,커피 전문점,부산광역시 기장군 기장읍 청강리 254-3,,부산광역시 기장군 기장읍 청강로43번길 36,1,,129.2190996,35.23689167,,,,,,
원유로스페셜티커피,카페,커피 전문점,부산광역시 남구 대연동 1763-6,,부산광역시 남구 수영로 175,,,129.085783,35.13515334,,,,,,
커피나무,카페,커피 전문점,부산광역시 동래구 사직동 77-12,일부호,부산광역시 동래구 석사로 4,1,,129.0607478,35.19769883,,,,,,
대니씨,카페,커피 전문점,부산광역시 수영구 민락동 22-14,,부산광역시 수영구 광남로258번길 39,1,,129.1278105,35.15797848,,,,,,
컴포즈커피 개금백병원점,카페,커피 전문점,부산광역시 부산진구 개금동 633-176,,부산광역시 부산진구 복지로 83,1,,129.0199869,35.14588387,,,,,,
카페16온스 부산대정문점,카페,커피 전문점,부산광역시 금정구 장전동 400-61,일부,부산광역시 금정구 부산대학로 63,1,,129.0843894,35.23139356,,,,,,
플루토커피,카페,커피 전문점,부산광역시 기장군 정관읍 용수리 635-10,,부산광역시 기장군 정관읍 용수로 73,1,,129.1736217,35.32829827,,,,,,
버터언니,카페,커피 전문점,부산광역시 사상구 모라동 282-1,,부산광역시 사상구 사상로539번길 41,1,,128.9868076,35.19318557,,,,,,
백억커피 부산주례점,카페,커피 전문점,부산광역시 사상구 주례동 178,,부산광역시 사상구 주례로 15,1,,129.0116216,35.14969086,,,,,,
블루샥 부산대역점,카페,커피 전문점,부산광역시 금정구 부곡동 981,삼한골든뷰에듀스테이션,부산광역시 금정구 중앙대로1629번길 16,,,129.0897132,35.23085115,,,,,,
컵앤케이크,카페,커피 전문점,부산광역시 수영구 광안동 170-19,,부산광역시 수영구 수영로540번길 42,2,,129.1145238,35.15337202,,,,,,
베러먼데이 명장역점,카페,커피 전문점,부산광역시 동래구 명장동 62-1,,부산광역시 동래구 명장로20번길 32,1,,129.101565,35.20450362,,,,,,
오리진커피 금정구청점,카페,커피 전문점,부산광역시 금정구 부곡동 64-23,퀸즈더블유장전역,부산광역시 금정구 부곡온천천로 190,1,,129.0905679,35.242326,,,,,,
원커피숍,카페,커피 전문점,부산광역시 사상구 삼락동 50-9,,부산광역시 사상구 삼락천로 331-1,,,128.9877379,35.19577468,,,,,,
카페요아정 부산용호메트로점,카페,기타 비알코올 음료점업,부산광역시 남구 용호동 176-30,엘지메트로시티,부산광역시 남구 분포로 113,,,129.1090333,35.12727119,,,,,,
플러스82커피,카페,커피 전문점,부산광역시 부산진구 부전동 521-21,,부산광역시 부산진구 서면로 33,1,,129.0575408,35.15366863,,,,,,
모앙,카페,커피 전문점,부산광역시 해운대구 우동 552-2,,부산광역시 해운대구 우동1로20번길 74,,,129.1601777,35.16534451,,,,,,
타고커피,카페,커피 전문점,부산광역시 해운대구 우동 520-68,,부산광역시 해운대구 우동1로 42,2,,129.1576831,35.16520875,,,,,,
메가엠지씨커피 부산일광신도시점,카페,커피 전문점,부산광역시 기장군 일광읍 삼성리 825-2,일광제일프라자,부산광역시 기장군 일광읍 해빛로 13,,,129.2264249,35.26618756,,,,,,
빽다방 해운대역리베라점,카페,김밥 및 기타 간이 음식점업,부산광역시 해운대구 중동 1380-26,,부산광역시 해운대구 구남로29번길 32,,,129.1621185,35.16238116,,,,,,
스몰굿커피 범일역,카페,커피 전문점,부산광역시 동구 범일동 832-3,,부산광역시 동구 범일로102번길 2,1,,129.0596807,35.13888021,,,,,,
조슈아커피,카페,커피 전문점,부산광역시 해운대구 좌동 1396,대림아파트,부산광역시 해운대구 대천로103번길 47,2,,129.1740476,35.17931623,,,,,,
빅허그,카페,커피 전문점,부산광역시 해운대구 반여동 1632,아시아선수촌프레스센터,부산광역시 해운대구 반여로 131,2,,129.1233534,35.20345649,,,,,,
에프씨엘에스프레소,카페,커피 전문점,부산광역시 부산진구 연지동 190-57,,부산광역시 부산진구 연지로13번길 4,1,,129.0512203,35.17113225,,,,,,
아덴블랑제리 시청점,카페,제과점업,부산광역시 연제구 연산동 1361-9,시청역SK뷰,부산광역시 연제구 중앙대로1043번길 34,,,129.0763498,35.18223874,,,,,,
댄싱컵동래래미안 아이파크점,카페,커피 전문점,부산광역시 동래구 온천동 1853-29,일부호,부산광역시 동래구 금정마을로 152,1,,129.0696948,35.21195564,,,,,,
디오,카페,커피 전문점,부산광역시 부산진구 가야동 244-3,,부산광역시 부산진구 가야대로 535,2,,129.0306553,35.15399623,,,,,,
로비커피,카페,커피 전문점,부산광역시 중구 중앙동4가 17-7,,부산광역시 중구 대청로155번길 6,2,,129.0372205,35.10351056,,,,,,
와앙커피,카페,커피 전문점,부산광역시 사하구 당리동 317-106,대림에스엠,부산광역시 사하구 낙동대로410번길 14,,,128.9741888,35.10441857,,,,,,
빙동댕 대연점,카페,기타 비알코올 음료점업,부산광역시 남구 대연동 1763-1,대연동윌리스병원,부산광역시 남구 수영로 185-7,1,,129.0865552,35.13532028,,,,,,
디얼,카페,커피 전문점,부산광역시 남구 대연동 368-1,우성2차,부산광역시 남구 수영로266번길 37,1,,129.0974914,35.13486106,,,,,,
카페라니,카페,커피 전문점,부산광역시 사하구 당리동 306-1,,부산광역시 사하구 승학로 12,1,,128.9701372,35.10648514,,,,,,
카페 동선동,카페,커피 전문점,부산광역시 강서구 동선동 1060-10,,부산광역시 강서구 동선1길 12-1,1,,128.8329418,35.05580871,,,,,,
하이오커피 연산자이점,카페,커피 전문점,부산광역시 연제구 연산동 2262,연산자이,부산광역시 연제구 과정로343번길 43,3,,129.0897871,35.18790108,,,,,,
커피볶는시골커피 중앙대로점,카페,커피 전문점,부산광역시 중구 대창동1가 23-13,G빌딩,부산광역시 중구 중앙대로 129,1,,129.0368148,35.10923983,,,,,,
라이즈 중앙점,카페,커피 전문점,부산광역시 중구 중앙동4가 83-8,,부산광역시 중구 중앙대로98번길 3,1,,129.0368022,35.10652751,,,,,,
컴포즈커피 남산그린점,카페,커피 전문점,부산광역시 금정구 남산동 980-7,세화빌라,부산광역시 금정구 금강로681번길 64,1,,129.0854889,35.26831256,,,,,,
오오쿠키커피,카페,제과점업,부산광역시 해운대구 좌동 1451-1,,부산광역시 해운대구 청사포로 16,1,,129.1837406,35.16624653,,,,,,
카페마일로 대연못골점,카페,커피 전문점,부산광역시 남구 대연동 1756-10,,부산광역시 남구 천제등로 25,1,,129.0880381,35.13324909,,,,,,
텐퍼센트커피 북구청점,카페,커피 전문점,부산광역시 북구 구포동 1186-23,,부산광역시 북구 사상로 585,1,,128.9904994,35.19646827,,,,,,
그집,카페,커피 전문점,부산광역시 동래구 안락동 629-28,,부산광역시 동래구 안남로 89-1,1,,129.1018447,35.19363091,,,,,,
카페요아정 부산양정점,카페,커피 전문점,부산광역시 부산진구 양정동 360-23,,부산광역시 부산진구 양지로 19,1,,129.0701682,35.16874613,,,,,,
텐퍼센트 부평깡통시장점,카페,커피 전문점,부산광역시 중구 부평동1가 28-1,,부산광역시 중구 중구로33번길 15,1,,129.0270002,35.10084323,,,,,,
프루츠스타,카페,커피 전문점,부산광역시 영도구 동삼동 229-139,,부산광역시 영도구 동삼로93번길 17,1,,129.0696537,35.08168441,,,,,,
감동과수원,카페,커피 전문점,부산광역시 동래구 명장동 153-72,,부산광역시 동래구 명장로 117-2,1,,129.111961,35.20106051,,,,,,
아월스커피,카페,커피 전문점,부산광역시 해운대구 우동 640-31,해리단빌딩,부산광역시 해운대구 해운대로573번길 40,1,,129.1554462,35.16236494,,,,,,
매머드익스프레스 부산초량,카페,커피 전문점,부산광역시 동구 초량동 1194-7,,부산광역시 동구 중앙대로236번길 3-6,1,,129.0423043,35.1182763,,,,,,
이디야 덕천중앙점,카페,기타 비알코올 음료점업,부산광역시 북구 덕천동 402-41,,부산광역시 북구 만덕대로16번길 19,2,,129.0074024,35.20969762,,,,,,
커피볶는시골커피 해운대점,카페,커피 전문점,부산광역시 해운대구 좌동 1466-1,비와이씨,부산광역시 해운대구 세실로69번길 24,1,,129.1762961,35.17185047,,,,,,
나이스웨이 BIFC점,카페,커피 전문점,부산광역시 남구 문현동 1229-2,부산국제금융센터,부산광역시 남구 문현금융로 40,1,,129.0658629,35.14648889,,,,,,
텐퍼센트 범일베스티움점,카페,커피 전문점,부산광역시 동구 범일동 26-8,서면베스티움더시티,부산광역시 동구 중앙대로 539,,,129.0560332,35.1412852,,,,,,
믕,카페,커피 전문점,부산광역시 남구 대연동 512-7,청산빌딩,부산광역시 남구 용소로40번길 19,2,,129.0998978,35.13373798,,,,,,
카페마일로 오션테라스 수변공원점,카페,커피 전문점,부산광역시 수영구 민락동 783,E편한세상오션테라스3단지,부산광역시 수영구 광안해변로326번길 32,1,,129.1289664,35.15517362,,,,,,
도솔,카페,커피 전문점,부산광역시 서구 서대신동3가 6-1,,부산광역시 서구 엄광산로40번길 26,3,,129.00941,35.12801828,,,,,,
첼로커피숍,카페,커피 전문점,부산광역시 해운대구 반송동 275-83,,부산광역시 해운대구 아랫반송로21번길 146,2,,129.1488566,35.22923849,,,,,,
별숲향기카페,카페,커피 전문점,부산광역시 금정구 장전동 502-25,규림병원,부산광역시 금정구 금샘로 59,2,,129.0761211,35.23103107,"토,일",1,8:30,17:30,,
투썸플레이스 송도해수욕장점,카페,커피 전문점,부산광역시 서구 암남동 229-11,,부산광역시 서구 송도해변로 117,,,129.0196139,35.07790538,,,,,,
카페가야지,카페,커피 전문점,부산광역시 부산진구 가야동 343-33,,부산광역시 부산진구 대학로36번길 10,1,,129.0354699,35.15258168,,,,,,
바리스타꿈카페온리더치,카페,커피 전문점,부산광역시 사상구 괘법동 826-3,온리더치,부산광역시 사상구 사상로238번길 7,1,,128.983286,35.16618107,,,,,,
커피를사랑하는남자,카페,커피 전문점,부산광역시 중구 동광동5가 16-251,,부산광역시 중구 중구로 126-4,2,,129.0331578,35.10726459,,,,,,
어벤더치커피새 동래점,카페,커피 전문점,부산광역시 동래구 수안동 6-1,새동래1차,부산광역시 동래구 명륜로75번길 31,,,129.0829389,35.20042798,,,,,,
갓코우,카페,커피 전문점,부산광역시 부산진구 전포동 229-13,,부산광역시 부산진구 서전로68번길 51,3,,129.0673093,35.15552088,,,,,,
앳더코너,카페,커피 전문점,부산광역시 수영구 수영동 466-19,,부산광역시 수영구 망미번영로60번길 15,1,,129.1106495,35.17201234,,,,,,
부산서면애견전포똥강아지 24시카페동반식당,카페,커피 전문점,부산광역시 부산진구 전포동 637-1,,부산광역시 부산진구 전포대로 265,5,,129.0648954,35.16030217,,,,,,
컴포즈커피 수안역점,카페,커피 전문점,부산광역시 동래구 수안동 3-7,,부산광역시 동래구 명륜로75번길 12,1,,129.0833864,35.20075371,,,,,,
체험카페 을숙도소풍,카페,커피 전문점,부산광역시 사하구 하단동 1151-14,문화회관,부산광역시 사하구 낙동남로1233번길 25,3,,128.9449659,35.11002788,,,,,,
남도,카페,기타 비알코올 음료점업,부산광역시 중구 남포동6가 27-1,,부산광역시 중구 자갈치로 22-1,2,,129.0268477,35.09645706,,,,,,
파스쿠찌 부산장안사DI,카페,서양식 음식점업,부산광역시 기장군 장안읍 장안리 445,,부산광역시 기장군 장안읍 장안로 344,,,129.2467083,35.36952056,,,,,,
바카커피 본점,카페,커피 전문점,부산광역시 북구 화명동 2271-3,골든프라자,부산광역시 북구 화명신도시로 129,,,129.0106547,35.23559713,,,,,,
우리동네168 정관점,카페,커피 전문점,부산광역시 기장군 정관읍 모전리 723,이지더원1차,부산광역시 기장군 정관읍 정관1로 18,,,129.1632244,35.33961366,,,,,,
설빙 부산정관점,카페,커피 전문점,부산광역시 기장군 정관읍 매학리 718-5,,부산광역시 기장군 정관읍 정관로 566,2,,129.1755777,35.32127941,,,,,,
라소,카페,커피 전문점,부산광역시 동래구 명륜동 533-154,,부산광역시 동래구 충렬대로 178,1,,129.0792249,35.203745,,,,,,
부오노,카페,커피 전문점,부산광역시 동래구 안락동 633-7,,부산광역시 동래구 온천천로431번길 27,1,,129.0996893,35.19305554,,,,,,
모아밀,카페,커피 전문점,부산광역시 금정구 장전동 418-11,,부산광역시 금정구 금강로 274,1,,129.0855268,35.23249138,일,1,평일 11:00/토요일 12:00,19:00,,
온화연,카페,기타 비알코올 음료점업,부산광역시 북구 화명동 2287-1,리버사이드빌딩,부산광역시 북구 금곡대로285번길 19,7,,129.0123229,35.23376708,,,,,,
하이오커피 부전시장점,카페,커피 전문점,부산광역시 부산진구 부전동 341-9,,부산광역시 부산진구 중앙대로 771,1,,129.0614932,35.16115315,,,,,,
굿샷커피,카페,커피 전문점,부산광역시 영도구 대평동1가 80,,부산광역시 영도구 대평남로 8,1,,129.0358333,35.09006131,,,,,,
미소커피,카페,커피 전문점,부산광역시 영도구 대교동2가 103-6,,부산광역시 영도구 태종로 101,2,,129.0420312,35.09150707,,,,,,
카페051 기장명례산단점,카페,커피 전문점,부산광역시 기장군 장안읍 명례리 918,,부산광역시 기장군 장안읍 명례산단5로 61,2,,129.2538536,35.36932436,,,,,,
빽다방 부산양정자이더샵점,카페,커피 전문점,부산광역시 부산진구 양정동 104-64,양정자이더샵SKVIEW1단지,부산광역시 부산진구 연수로 38,1,,129.0763901,35.1734698,,,,,,
코이카페,카페,커피 전문점,부산광역시 부산진구 전포동 347-8,,부산광역시 부산진구 서전로68번길 104,2,,129.067162,35.15317136,,,,,,
메가엠지씨커피 명지부산더샵점 ,카페,커피 전문점,부산광역시 강서구 명지동 3594,더샵명지퍼스트월드2단지,부산광역시 강서구 명지국제7로 37,,,128.9053363,35.09751798,,,,,,
단향팥빙수,카페,커피 전문점,부산광역시 기장군 기장읍 대라리 965-1,,부산광역시 기장군 기장읍 차성서로 101,,,129.2103205,35.24243208,,,,,,
텐퍼센트커피 해운대비스타점 ,카페,커피 전문점,부산광역시 해운대구 우동 1549,해운대비스타동원,부산광역시 해운대구 해운대로 663,,,129.1621683,35.16592175,,,,,,
텐퍼센트 부산대역 부곡점,카페,커피 전문점,부산광역시 금정구 부곡동 297-1,부산대역삼정그린코아,부산광역시 금정구 중앙대로 1616,1,,129.090895,35.22854182,,,,,,
리브베이크샵,카페,커피 전문점,부산광역시 부산진구 부전동 534-2,주건축물제,부산광역시 부산진구 서면로 10,,,129.0581757,35.15143197,,,,,,
꼬르륵디저트,카페,커피 전문점,부산광역시 기장군 일광읍 삼성리 781-5,삼진타워,부산광역시 기장군 일광읍 해빛로 39-8,1,,129.2234235,35.26652213,,,,,,
셀럽스커피,카페,커피 전문점,부산광역시 연제구 연산동 1505-9,,부산광역시 연제구 거제천로 102-9,1,,129.0743023,35.1828686,,,,,,
더벤티 부산연제레이카운티점,카페,커피 전문점,부산광역시 연제구 거제동 802,레이카운티,부산광역시 연제구 아시아드대로 39,,,129.0660636,35.18998444,,,,,,
카페051 마린시티점,카페,커피 전문점,부산광역시 해운대구 우동 1407,해운대두산위브더제니스,부산광역시 해운대구 마린시티2로 33,1,,129.14482,35.15720081,,,,,,
하삼동커피 남산점,카페,커피 전문점,부산광역시 금정구 남산동 482-12,,부산광역시 금정구 금강로 643,1,,129.0884442,35.26487326,,,,,,
사랑해베이글 부산연산점,카페,커피 전문점,부산광역시 연제구 연산동 1310-47,,부산광역시 연제구 중앙천로 82,1,,129.0797159,35.18123475,,,,,,
고더커피 동래구청점,카페,커피 전문점,부산광역시 동래구 명륜동 398-3,,부산광역시 동래구 명륜로94번길 43-1,1,,129.0839698,35.20424914,,,,,,
스팅,카페,기타 비알코올 음료점업,부산광역시 동구 초량동 827-346,,부산광역시 동구 망양로 577,1,,129.0335623,35.12221727,,,,,,
빽다방 부산서면에이원프라자점,카페,커피 전문점,부산광역시 부산진구 부전동 229,에이원프라자,부산광역시 부산진구 중앙대로 668,1,,129.059594,35.15241716,,,,,,
워키동키 범일점,카페,커피 전문점,부산광역시 부산진구 범천동 837-4,일부,부산광역시 부산진구 골드테마길 2-14,1,,129.0604766,35.14216493,,,,,,
블루샥금정 구청점,카페,커피 전문점,부산광역시 금정구 부곡동 64-33,성림빌딩,부산광역시 금정구 중앙대로1793번길 54,1,,129.0915838,35.24253373,,,,,,
컴포즈커피 범방점,카페,커피 전문점,부산광역시 강서구 범방동 1886-10,일부,부산광역시 강서구 범방3로60번길 3,1,,128.8810056,35.14860852,,,,,,
영커피 삼익비치점,카페,커피 전문점,부산광역시 수영구 남천동 148-4,삼익비치,부산광역시 수영구 광안해변로 100,1,,129.1153719,35.14375092,,,,,,
하이오커피 개금역점,카페,커피 전문점,부산광역시 부산진구 개금동 201-86,,부산광역시 부산진구 가야대로 465,1,,129.0228416,35.15350518,,,,,,
메가엠지씨커피 부산서동교차로점,카페,커피 전문점,부산광역시 금정구 서동 202-3,,부산광역시 금정구 서동로 170,1,,129.1050501,35.21446381,,,,,,
커피볶는시골커피 두실점,카페,커피 전문점,부산광역시 금정구 구서동 184-1,유림빌딩,부산광역시 금정구 중앙대로1929번길 11,1,,129.0904986,35.25631296,,,,,,
로운커피,카페,커피 전문점,부산광역시 강서구 명지동 3347,명지금강펜테리움센트럴파크3차,부산광역시 강서구 명지국제5로 110,,,128.9214449,35.10408573,,,,,,
커피스토리,카페,커피 전문점,부산광역시 북구 덕천동 422-2,소호아파트,부산광역시 북구 의성로115번길 114,1,,129.0171156,35.21174398,,,,,,
범위,카페,커피 전문점,부산광역시 금정구 서동 302-1728,창업카페서동청년창업문화촌,부산광역시 금정구 서동로 82,1,,129.0958606,35.21707443,,,,,,
솔루즈커피,카페,커피 전문점,부산광역시 서구 서대신동3가 590-10,,부산광역시 서구 대티로 173,1,,129.0118824,35.11214358,,,,,,
이디야 부산달맞이점,카페,커피 전문점,부산광역시 해운대구 중동 1489-4,일부호,부산광역시 해운대구 달맞이길 193,2,,129.1823213,35.15830606,,,,,,
텐퍼센트 양정자이더샵점,카페,커피 전문점,부산광역시 부산진구 양정동 104-64,양정자이더샵SKVIEW1단지,부산광역시 부산진구 연수로 38,,,129.0763901,35.1734698,,,,,,
